@RELATION dow_jones_index.data

@ATTRIBUTE ﻿quarter REAL
@ATTRIBUTE stock {AA,AXP,BA,BAC,CAT,CSCO,CVX,DD,DIS,GE,HD,HPQ,IBM,INTC,JNJ,JPM,KO,KRFT,MCD,MMM,MRK,MSFT,PFE,PG,T,TRV,UTX,VZ,WMT,XOM}
@ATTRIBUTE date {1/14/2011,1/21/2011,1/28/2011,1/7/2011,2/11/2011,2/18/2011,2/25/2011,2/4/2011,3/11/2011,3/18/2011,3/25/2011,3/4/2011,4/1/2011,4/15/2011,4/21/2011,4/29/2011,4/8/2011,5/13/2011,5/20/2011,5/27/2011,5/6/2011,6/10/2011,6/17/2011,6/24/2011,6/3/2011}
@ATTRIBUTE open REAL
@ATTRIBUTE high REAL
@ATTRIBUTE low REAL
@ATTRIBUTE close REAL
@ATTRIBUTE volume REAL
@ATTRIBUTE percent_change_price REAL
@ATTRIBUTE next_weeks_open REAL
@ATTRIBUTE next_weeks_close REAL
@ATTRIBUTE percent_change_next_weeks_price REAL
@ATTRIBUTE days_to_next_dividend REAL
@ATTRIBUTE percent_return_next_dividend {0.07,0.08,0.09,0.1,0.16,0.17,0.18,0.19,0.2,0.27,0.28,0.29,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.5,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.9,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.99,1,1.01,1.02,1.03,1.04,1.05,1.06,1.07,1.09,1.1,1.11,1.12,1.13,1.15,1.16,1.17,1.18,1.19,1.27,1.29,1.3,1.31,1.32,1.33,1.34,1.35,1.36,1.37,1.38,1.39,1.4,1.41,1.42,1.49,1.51,1.52,1.53,1.54,1.56}

@DATA
1,KO,1/28/2011,62.87,63.31,62.14,62.21,42141599,-1.04979,62.32,62.56,0.385109,42,0.76
1,KO,2/4/2011,62.32,63.48,61.89,62.56,34863226,0.385109,62.67,63.57,1.43609,35,0.75
1,KO,2/11/2011,62.67,64.75,62.32,63.57,46269528,1.43609,63.67,64.55,1.38213,28,0.74
1,KO,2/18/2011,63.67,64.72,62.55,64.55,29937386,1.38213,63.36,64.31,1.49937,21,0.73
1,KO,2/25/2011,63.36,64.4,63.33,64.31,32331825,1.49937,64.17,65.21,1.62069,14,0.73
1,KO,3/4/2011,64.17,65.87,63.86,65.21,61665987,1.62069,65.32,64.81,-0.780772,7,0.72
1,KO,3/11/2011,65.32,65.84,64.47,64.81,44560041,-0.780772,64.34,62.7,-2.54896,0,0.73
1,KO,3/18/2011,64.34,64.61,61.29,62.7,59542953,-2.54896,63.13,65.22,3.31063,87,0.75
1,KO,3/25/2011,63.13,65.39,63.05,65.22,29853434,3.31063,65.2,67.22,3.09816,80,0.72
1,MCD,1/7/2011,77.1,77.59,73.59,74.37,85400677,-3.54086,74.25,74.06,-0.255892,49,0.82
1,MCD,1/14/2011,74.25,74.49,72.46,74.06,44895850,-0.255892,74.65,75.01,0.482251,42,0.82
1,MCD,1/21/2011,74.65,75.75,74.31,75.01,40056497,0.482251,74.25,73.28,-1.3064,35,0.81
1,MCD,1/28/2011,74.25,75.85,73.05,73.28,46734907,-1.3064,73.8,74.05,0.338753,28,0.83
1,MCD,2/4/2011,73.8,74.5,73.08,74.05,41519549,0.338753,74.13,76.14,2.71145,21,0.82
1,MCD,2/11/2011,74.13,76.32,73.3,76.14,39363816,2.71145,76.07,76.13,0.0788747,14,0.8
1,MCD,2/18/2011,76.07,76.45,75.7,76.13,16734140,0.0788747,75.95,74.44,-1.98815,7,0.8
1,MCD,2/25/2011,75.95,76.45,74.42,74.44,27881213,-1.98815,74.51,76.03,2.03999,0,0.82
1,MCD,3/4/2011,74.51,76.63,73.64,76.03,41047787,2.03999,76.38,76.73,0.458235,84,0.8
1,MCD,3/11/2011,76.38,77.25,74.97,76.73,34855064,0.458235,76.1,72.99,-4.08673,77,0.79
1,MCD,3/18/2011,76.1,76.41,72.89,72.99,40853280,-4.08673,73.5,75.25,2.38095,70,0.84
1,MCD,3/25/2011,73.5,75.75,73.38,75.25,23877441,2.38095,75.55,75.99,0.582396,63,0.81
1,MMM,1/7/2011,86.75,87.9,85.63,86.23,16166921,-0.599424,85.7,88.1,2.80047,40,0.64
1,MMM,1/14/2011,85.7,88.8,85.7,88.1,11585909,2.80047,87.84,89.29,1.65073,33,0.62
1,MMM,1/21/2011,87.84,89.39,87.25,89.29,10705548,1.65073,89.21,87.44,-1.98408,26,0.62
1,MMM,1/28/2011,89.21,90.5,87.2,87.44,26110543,-1.98408,87.93,88.29,0.409417,19,0.63
1,MMM,2/4/2011,87.93,88.45,87.31,88.29,14960948,0.409417,88.17,91.8,4.11705,12,0.62
1,MMM,2/11/2011,88.17,91.95,87.81,91.8,16315175,4.11705,91.72,92.96,1.35194,5,0.6
1,MMM,2/18/2011,91.72,92.96,91,92.96,13431331,1.35194,92.73,90.25,-2.67443,89,0.59
1,MMM,2/25/2011,92.73,93.65,89.27,90.25,17249356,-2.67443,91.9,92.19,0.31556,82,0.61
1,MMM,3/4/2011,91.9,93.4,90.24,92.19,17453306,0.31556,92.58,91.61,-1.04774,75,0.6
1,MMM,3/11/2011,92.58,94.16,89.71,91.61,18144593,-1.04774,91.21,88.98,-2.44491,68,0.6
1,MMM,3/18/2011,91.21,91.21,86.91,88.98,23633329,-2.44491,90.27,92.27,2.21558,61,0.62
1,MMM,3/25/2011,90.27,92.98,90.17,92.27,14970403,2.21558,92.42,93.13,0.768232,54,0.6
1,MRK,1/7/2011,36.29,37.35,35.85,37.35,72760487,2.92091,37.26,34.23,-8.13204,63,1.02
1,MRK,1/14/2011,37.26,37.61,34.23,34.23,108158891,-8.13204,34.07,33.9,-0.498973,56,1.11
1,MRK,1/21/2011,34.07,34.3,33.48,33.9,131132702,-0.498973,33.99,33.07,-2.70668,49,1.12
1,MRK,1/28/2011,33.99,33.99,33,33.07,110066602,-2.70668,33.29,32.89,-1.20156,42,1.15
1,MRK,2/4/2011,33.29,34.04,32.51,32.89,114880019,-1.20156,32.94,33.07,0.394657,35,1.16
1,MRK,2/11/2011,32.94,33.3,32.74,33.07,62039482,0.394657,32.97,32.85,-0.363967,28,1.15
1,MRK,2/18/2011,32.97,33.19,32.65,32.85,54419625,-0.363967,32.75,32.19,-1.70992,21,1.16
1,MRK,2/25/2011,32.75,32.8,31.85,32.19,57467917,-1.70992,32.2,33.06,2.67081,14,1.18
1,MRK,3/4/2011,32.2,33.36,32.19,33.06,128028062,2.67081,33,32.73,-0.818182,7,1.15
1,MRK,3/11/2011,33,33.48,32.45,32.73,91319466,-0.818182,32.5,31.91,-1.81538,0,1.16
1,MRK,3/18/2011,32.5,32.6,31.06,31.91,86394177,-1.81538,32.09,32.57,1.49579,87,1.19
1,MRK,3/25/2011,32.09,32.9,32.04,32.57,66135182,1.49579,32.54,33.07,1.62876,80,1.17
1,MSFT,1/7/2011,28.05,28.85,27.77,28.6,328646154,1.96078,28.2,28.3,0.35461,39,0.56
1,MSFT,1/14/2011,28.2,28.5,28,28.3,227601331,0.35461,28.16,28.02,-0.497159,32,0.57
1,MSFT,1/21/2011,28.16,28.74,28.02,28.02,220040646,-0.497159,28.02,27.75,-0.963597,25,0.57
1,MSFT,1/28/2011,28.02,29.46,27.45,27.75,457318851,-0.963597,27.77,27.77,0,18,0.58
1,MSFT,2/4/2011,27.77,28.11,27.42,27.77,274432773,0,27.8,27.25,-1.97842,11,0.58
1,MSFT,2/11/2011,27.8,28.34,27.07,27.25,317408348,-1.97842,27.2,27.06,-0.514706,4,0.59
1,MSFT,2/18/2011,27.2,27.37,26.6,27.06,228916129,-0.514706,26.78,26.55,-0.85885,88,0.59
1,MSFT,2/25/2011,26.78,27.1,26.43,26.55,238628349,-0.85885,26.69,25.95,-2.77257,81,0.6
1,MSFT,3/4/2011,26.69,26.86,25.8,25.95,298801508,-2.77257,26.13,25.68,-1.72216,74,0.62
1,MSFT,3/11/2011,26.13,26.27,25.35,25.68,271799244,-1.72216,25.49,24.8,-2.70694,67,0.62
1,MSFT,3/18/2011,25.49,25.76,24.68,24.8,379216242,-2.70694,25.18,25.62,1.74742,60,0.65
1,MSFT,3/25/2011,25.18,25.95,25.15,25.62,217545216,1.74742,25.66,25.48,-0.701481,53,0.62
1,PFE,1/7/2011,17.7,18.38,17.62,18.34,386804789,3.61582,18.22,18.34,0.658617,26,1.09
1,PFE,1/14/2011,18.22,18.48,18.13,18.34,218359623,0.658617,18.35,18.36,0.0544959,19,1.09
1,PFE,1/21/2011,18.35,18.49,18.02,18.36,159663706,0.0544959,18.33,18.15,-0.981997,12,1.09
1,PFE,1/28/2011,18.33,18.76,18.14,18.15,277157388,-0.981997,18.19,19.3,6.10225,5,1.1
1,PFE,2/4/2011,18.19,19.39,18.16,19.3,358819619,6.10225,19.27,18.83,-2.28334,96,1.04
1,PFE,2/11/2011,19.27,19.3,18.62,18.83,180912039,-2.28334,18.82,19.19,1.96599,89,1.06
1,PFE,2/18/2011,18.82,19.39,18.72,19.19,153153528,1.96599,18.88,18.86,-0.105932,82,1.04
1,PFE,2/25/2011,18.88,19.13,18.67,18.86,177077740,-0.105932,18.95,19.66,3.7467,75,1.06
1,PFE,3/4/2011,18.95,19.9,18.9,19.66,257979737,3.7467,19.64,19.47,-0.86558,68,1.02
1,PFE,3/11/2011,19.64,19.75,19.3,19.47,195391037,-0.86558,19.45,20.18,3.75321,61,1.03
1,PFE,3/18/2011,19.45,20.29,19.15,20.18,457640533,3.75321,20.32,20.35,0.147638,54,0.99
1,PFE,3/25/2011,20.32,20.5,19.74,20.35,215914627,0.147638,20.42,20.38,-0.195886,47,0.98
1,PG,1/7/2011,64.39,65.08,64,64.5,52323352,0.170834,64.4,65.53,1.75466,12,0.74
1,PG,1/14/2011,64.4,65.53,63.4,65.53,41932473,1.75466,65.65,65.91,0.39604,5,0.73
1,PG,1/21/2011,65.65,65.95,65.05,65.91,46213962,0.39604,65.9,64.2,-2.57967,96,0.8
1,PG,1/28/2011,65.9,66.95,63.14,64.2,70042160,-2.57967,64.35,63.61,-1.14996,89,0.83
1,PG,2/4/2011,64.35,64.36,62.3,63.61,57201539,-1.14996,63.95,64.73,1.2197,82,0.83
1,PG,2/11/2011,63.95,64.97,63.8,64.73,51999812,1.2197,64.8,64.3,-0.771605,75,0.82
1,PG,2/18/2011,64.8,64.8,63.4,64.3,36098973,-0.771605,63.73,62.84,-1.39652,68,0.82
1,PG,2/25/2011,63.73,64.4,62.53,62.84,47748854,-1.39652,62.8,62.03,-1.22611,61,0.84
1,PG,3/4/2011,62.8,63.65,61.56,62.03,59801160,-1.22611,62,61.49,-0.822581,54,0.85
1,PG,3/11/2011,62,62.3,61.12,61.49,52731797,-0.822581,61.04,60.6,-0.720839,47,0.86
1,PG,3/18/2011,61.04,61.39,59.7,60.6,66311521,-0.720839,60.96,60.88,-0.131234,40,0.87
1,PG,3/25/2011,60.96,61.52,60.54,60.88,41351155,-0.131234,61.08,62.08,1.6372,33,0.87
1,T,1/7/2011,29.68,30.1,28.66,28.85,157834347,-2.7965,28.54,28.43,-0.385424,30,1.49
1,T,1/14/2011,28.54,28.61,27.71,28.43,170616350,-0.385424,28.55,28.33,-0.770578,23,1.51
1,T,1/21/2011,28.55,28.59,28.15,28.33,130584257,-0.770578,28.46,27.49,-3.40829,16,1.52
1,T,1/28/2011,28.46,28.95,27.41,27.49,171464186,-3.40829,27.42,27.97,2.00584,9,1.56
1,T,2/4/2011,27.42,28.06,27.2,27.97,118469916,2.00584,27.97,28.47,1.78763,2,1.54
1,T,2/11/2011,27.97,28.59,27.63,28.47,128889979,1.78763,28.4,28.57,0.598592,54,1.51
1,T,2/18/2011,28.4,28.57,28,28.57,88244232,0.598592,28.32,28.13,-0.670904,47,1.51
1,T,2/25/2011,28.32,28.42,27.61,28.13,94960503,-0.670904,28.25,27.92,-1.16814,40,1.53
1,T,3/4/2011,28.25,28.53,27.79,27.92,118740085,-1.16814,27.95,28.46,1.82469,33,1.54
1,T,3/11/2011,27.95,28.89,27.73,28.46,139153253,1.82469,28.32,27.94,-1.34181,26,1.51
1,T,3/18/2011,28.32,28.42,27.27,27.94,153806769,-1.34181,28.77,28.85,0.278067,19,1.54
1,T,3/25/2011,28.77,29.1,27.95,28.85,169105318,0.278067,29.02,30.62,5.51344,12,1.49
1,TRV,1/7/2011,56.09,56.34,52.88,53.33,20010115,-4.92066,53.12,54.63,2.84262,60,0.68
1,TRV,1/14/2011,53.12,54.84,52.96,54.63,14820631,2.84262,54.62,55,0.695716,53,0.66
1,TRV,1/21/2011,54.62,55.24,54.07,55,13631048,0.695716,55.14,55.81,1.21509,46,0.65
1,TRV,1/28/2011,55.14,57.78,54.97,55.81,26595621,1.21509,55.81,57.41,2.86687,39,0.65
1,TRV,2/4/2011,55.81,57.52,55.81,57.41,27494461,2.86687,57.32,58.99,2.91347,32,0.63
1,TRV,2/11/2011,57.32,59.12,56.97,58.99,19539527,2.91347,58.84,60.92,3.53501,25,0.61
1,TRV,2/18/2011,58.84,60.92,58.53,60.92,14107769,3.53501,60.6,59.6,-1.65016,18,0.59
1,TRV,2/25/2011,60.6,61.15,59.05,59.6,20849299,-1.65016,59.6,59.18,-0.704698,11,0.6
1,TRV,3/4/2011,59.6,60.02,58.53,59.18,20284170,-0.704698,59.26,58.88,-0.641242,4,0.61
1,TRV,3/11/2011,59.26,59.72,57.88,58.88,15980871,-0.641242,58.47,58.06,-0.701214,89,0.7
1,TRV,3/18/2011,58.47,59.51,57.51,58.06,24832210,-0.701214,58.44,58.98,0.924025,82,0.71
1,TRV,3/25/2011,58.44,59.28,57.99,58.98,14126721,0.924025,59.09,59.71,1.04925,75,0.7
1,UTX,1/7/2011,79.19,79.75,78.4,79.08,15797841,-0.138906,78.27,79.08,1.03488,40,0.54
1,UTX,1/14/2011,78.27,79.9,77.81,79.08,12713121,1.03488,79.28,80.2,1.16044,33,0.54
1,UTX,1/21/2011,79.28,80.5,78.98,80.2,16471934,1.16044,80.26,81.43,1.45776,26,0.54
1,UTX,1/28/2011,80.26,83.08,80.26,81.43,23565688,1.45776,81.8,82.52,0.880196,19,0.53
1,UTX,2/4/2011,81.8,82.6,80.66,82.52,15689029,0.880196,82.85,85.2,2.83645,12,0.52
1,UTX,2/11/2011,82.85,85.46,82.73,85.2,16641148,2.83645,85.07,85.01,-0.0705302,5,0.5
1,UTX,2/18/2011,85.07,85.44,84.25,85.01,11922670,-0.0705302,84.54,83.37,-1.38396,89,0.56
1,UTX,2/25/2011,84.54,84.69,81.81,83.37,15551183,-1.38396,83.58,82.86,-0.86145,82,0.58
1,UTX,3/4/2011,83.58,84.24,81.42,82.86,19167224,-0.86145,83.03,81.28,-2.10767,75,0.58
1,UTX,3/11/2011,83.03,84.05,80.26,81.28,22004496,-2.10767,80.74,80.16,-0.718355,68,0.59
1,UTX,3/18/2011,80.74,81.23,77.05,80.16,26234929,-0.718355,81.3,83.52,2.73063,61,0.6
1,UTX,3/25/2011,81.3,83.59,80.57,83.52,19032729,2.73063,83.75,85.32,1.87463,54,0.57
1,VZ,1/7/2011,36.06,37.7,35.41,35.93,141938064,-0.36051,36.55,35.46,-2.98222,89,1.36
1,VZ,1/14/2011,36.55,36.58,34.98,35.46,130610954,-2.98222,35.38,34.95,-1.21538,82,1.38
1,VZ,1/21/2011,35.38,35.51,34.35,34.95,108296302,-1.21538,34.88,35.63,2.15023,75,1.4
1,VZ,1/28/2011,34.88,36.59,34.88,35.63,124127036,2.15023,35.64,36.31,1.87991,68,1.38
1,VZ,2/4/2011,35.64,36.48,35.38,36.31,72890565,1.87991,36.3,36.39,0.247934,61,1.35
1,VZ,2/11/2011,36.3,36.77,35.77,36.39,78429505,0.247934,36.31,36.62,0.853759,54,1.35
1,VZ,2/18/2011,36.31,36.62,35.66,36.62,68915874,0.853759,36.24,35.97,-0.745033,47,1.34
1,VZ,2/25/2011,36.24,36.32,35.34,35.97,57673647,-0.745033,36.06,36.08,0.0554631,40,1.36
1,VZ,3/4/2011,36.06,36.94,35.85,36.08,80086312,0.0554631,36.13,35.85,-0.774979,33,1.36
1,VZ,3/11/2011,36.13,36.65,35.65,35.85,66137992,-0.774979,35.74,35.84,0.279799,26,1.37
1,VZ,3/18/2011,35.74,35.84,33.36,35.84,124202175,0.279799,36.66,37.29,1.71849,19,1.37
1,VZ,3/25/2011,36.66,37.32,36.37,37.29,79604168,1.71849,37.44,38.47,2.75107,12,1.31
1,WMT,1/7/2011,54.23,55.07,53.76,54.08,64231179,-0.2766,53.65,54.81,2.16216,61,0.68
1,WMT,1/14/2011,53.65,55.36,53.54,54.81,48929455,2.16216,55.11,55.73,1.12502,54,0.68
1,WMT,1/21/2011,55.11,56.27,54.71,55.73,53009787,1.12502,55.39,56.7,2.36505,47,0.66
1,WMT,1/28/2011,55.39,57.9,55.3,56.7,69546259,2.36505,56.45,56.03,-0.744021,40,0.65
1,WMT,2/4/2011,56.45,56.58,55.39,56.03,60981950,-0.744021,56.07,55.69,-0.677724,33,0.66
1,WMT,2/11/2011,56.07,56.73,55.3,55.69,49477410,-0.677724,55.26,55.38,0.217155,26,0.66
1,WMT,2/18/2011,55.26,55.38,54.35,55.38,51556658,0.217155,53.81,51.75,-3.82828,19,0.67
1,WMT,2/25/2011,53.81,54.01,51.52,51.75,92696912,-3.82828,51.75,52.07,0.618357,12,0.71
1,WMT,3/4/2011,51.75,52.6,51.68,52.07,74964203,0.618357,52.26,52.59,0.631458,5,0.71
1,WMT,3/11/2011,52.26,53.88,51.75,52.59,69185186,0.631458,52.35,51.52,-1.58548,61,0.7
1,WMT,3/18/2011,52.35,52.52,50.97,51.52,63198175,-1.58548,51.73,52.35,1.19853,54,0.72
1,WMT,3/25/2011,51.73,52.95,51.38,52.35,53385178,1.19853,52.31,52.13,-0.344102,47,0.71
1,XOM,1/7/2011,73.72,75.9,73.64,75.59,101740933,2.53663,75.13,77.84,3.60708,52,0.58
1,XOM,1/14/2011,75.13,77.84,74.58,77.84,74376886,3.60708,77.79,78.98,1.52976,45,0.57
1,XOM,1/21/2011,77.79,79.1,76.77,78.98,99941187,1.52976,78.85,78.99,0.177552,38,0.56
1,XOM,1/28/2011,78.85,79.98,77.93,78.99,115376817,0.177552,79.92,83.28,4.2042,31,0.56
1,XOM,2/4/2011,79.92,83.98,79.01,83.28,129743696,4.2042,83.45,82.82,-0.754943,24,0.53
1,XOM,2/11/2011,83.45,84,81.61,82.82,85733429,-0.754943,82,84.5,3.04878,17,0.53
1,XOM,2/18/2011,82,85.1,81.8,84.5,93325562,3.04878,84.97,85.34,0.435448,10,0.52
1,XOM,2/25/2011,84.97,88.23,84.73,85.34,122018405,0.435448,85.87,85.08,-0.919995,3,0.52
1,XOM,3/4/2011,85.87,86.56,83.55,85.08,102134160,-0.919995,85.84,82.12,-4.33364,68,0.55
1,XOM,3/11/2011,85.84,86.08,80.1,82.12,92727886,-4.33364,81.67,80.85,-1.00404,61,0.57
1,XOM,3/18/2011,81.67,82.64,78.8,80.85,123914255,-1.00404,81.87,83.62,2.13754,54,0.58
1,XOM,3/25/2011,81.87,83.93,81.86,83.62,83364516,2.13754,83.86,84.68,0.97782,47,0.56
2,AA,4/1/2011,17.13,17.8,17.02,17.47,103320396,1.98482,17.42,17.92,2.87026,41,0.17
2,AA,4/8/2011,17.42,18.47,17.42,17.92,129237024,2.87026,18.06,16.52,-8.52713,34,0.17
2,AA,4/15/2011,18.06,18.19,16.38,16.52,213061090,-8.52713,16.36,16.97,3.72861,27,0.18
2,AA,4/21/2011,16.36,16.97,15.88,16.97,85235391,3.72861,16.94,17,0.354191,21,0.18
2,AA,4/29/2011,16.94,17.24,16.66,17,90831895,0.354191,17.27,17.15,-0.694847,13,0.18
2,AA,5/6/2011,17.27,17.96,16.83,17.15,225053559,-0.694847,17.16,17.1,-0.34965,6,0.17
2,AA,5/13/2011,17.16,17.62,16.75,17.1,111630753,-0.34965,17,16.26,-4.35294,82,0.18
2,AA,5/20/2011,17,17.29,16.26,16.26,118281015,-4.35294,15.96,16.48,3.25815,75,0.18
2,AA,5/27/2011,15.96,16.48,15.83,16.48,77236662,3.25815,16.73,15.92,-4.8416,68,0.18
2,AA,6/3/2011,16.73,16.83,15.77,15.92,77152591,-4.8416,15.92,15.28,-4.0201,61,0.19
2,AA,6/10/2011,15.92,16.03,15.17,15.28,94970970,-4.0201,15.29,14.72,-3.72793,54,0.2
2,AA,6/17/2011,15.29,15.5,14.59,14.72,111273573,-3.72793,14.67,15.23,3.81731,47,0.2
2,AA,6/24/2011,14.67,15.6,14.56,15.23,99423717,3.81731,15.22,16.31,7.16163,40,0.2
2,AXP,4/1/2011,45.54,46.29,45.11,45.36,28738689,-0.395257,45.61,46.28,1.46898,5,0.4
2,AXP,4/8/2011,45.61,46.49,45.1,46.28,31114741,1.46898,46.36,46.25,-0.237274,82,0.39
2,AXP,4/15/2011,46.36,46.95,45.6,46.25,29090940,-0.237274,45.85,47.11,2.74809,75,0.39
2,AXP,4/21/2011,45.85,47.48,45.27,47.11,22929313,2.74809,47.19,49.08,4.00509,69,0.38
2,AXP,4/29/2011,47.19,49.15,46.77,49.08,32470319,4.00509,49.37,50.2,1.68118,61,0.37
2,AXP,5/6/2011,49.37,50.47,49.08,50.2,43997724,1.68118,50.06,49.49,-1.13863,54,0.36
2,AXP,5/13/2011,50.06,50.46,49.22,49.49,35427164,-1.13863,49.42,51.19,3.58155,47,0.36
2,AXP,5/20/2011,49.42,51.97,49.17,51.19,36565612,3.58155,50.74,51.13,0.768624,40,0.35
2,AXP,5/27/2011,50.74,51.38,49.79,51.13,26359875,0.768624,51.39,49.28,-4.10586,33,0.35
2,AXP,6/3/2011,51.39,51.7,49.04,49.28,25215640,-4.10586,49.13,47.74,-2.82923,26,0.37
2,AXP,6/10/2011,49.13,49.38,47.33,47.74,33828918,-2.82923,47.96,48.5,1.12594,19,0.38
2,AXP,6/17/2011,47.96,49.14,46.92,48.5,37705374,1.12594,48.35,48.34,-0.0206825,12,0.37
2,AXP,6/24/2011,48.35,50.15,48.15,48.34,34877916,-0.0206825,48.49,52.34,7.93978,5,0.37
2,BA,4/1/2011,73.5,74.85,73.03,74.01,20590618,0.693878,73.38,73.47,0.122649,40,0.57
2,BA,4/8/2011,73.38,74.85,72.71,73.47,21220138,0.122649,73.65,72.6,-1.42566,33,0.57
2,BA,4/15/2011,73.65,74.28,70.88,72.6,19492289,-1.42566,72.72,75.44,3.74037,26,0.58
2,BA,4/21/2011,72.72,75.44,71.75,75.44,16947409,3.74037,75.51,79.78,5.65488,20,0.56
2,BA,4/29/2011,75.51,80.34,74.68,79.78,30503034,5.65488,80.35,79.31,-1.29434,12,0.53
2,BA,5/6/2011,80.35,80.65,78.09,79.31,25394946,-1.29434,79.31,79.03,-0.353045,5,0.53
2,BA,5/13/2011,79.31,80.42,78.48,79.03,18368201,-0.353045,78.66,77.52,-1.44928,89,0.53
2,BA,5/20/2011,78.66,78.81,75.83,77.52,19990094,-1.44928,76.55,76.99,0.574788,82,0.54
2,BA,5/27/2011,76.55,76.99,75.13,76.99,15886795,0.574788,77.8,74.84,-3.80463,75,0.55
2,BA,6/3/2011,77.8,78.35,74.09,74.84,17813730,-3.80463,74.76,72.69,-2.76886,68,0.56
2,BA,6/10/2011,74.76,75.27,72.61,72.69,18574466,-2.76886,73.06,74.16,1.50561,61,0.58
2,BA,6/17/2011,73.06,75.51,72.69,74.16,25381159,1.50561,73.96,71.26,-3.65062,54,0.57
2,BA,6/24/2011,73.96,75.02,70.29,71.26,30675314,-3.65062,71.44,74.27,3.96137,47,0.59
2,BAC,4/1/2011,13.42,13.61,13.16,13.37,499672763,-0.372578,13.4,13.48,0.597015,61,0.07
2,BAC,4/8/2011,13.4,13.88,13.37,13.48,480033181,0.597015,13.5,12.82,-5.03704,54,0.07
2,BAC,4/15/2011,13.5,13.64,12.82,12.82,670594575,-5.03704,12.59,12.31,-2.22399,47,0.08
2,BAC,4/21/2011,12.59,12.6,12.15,12.31,624897506,-2.22399,12.32,12.28,-0.324675,41,0.08
2,BAC,4/29/2011,12.32,12.6,12.23,12.28,557530217,-0.324675,12.36,12.31,-0.404531,33,0.08
2,BAC,5/6/2011,12.36,12.71,12.2,12.31,577232010,-0.404531,12.28,11.93,-2.85016,26,0.08
2,BAC,5/13/2011,12.28,12.43,11.91,11.93,623724296,-2.85016,11.89,11.58,-2.60723,19,0.08
2,BAC,5/20/2011,11.89,12.11,11.53,11.58,658968285,-2.60723,11.47,11.69,1.91805,12,0.09
2,BAC,5/27/2011,11.47,11.69,11.29,11.69,479389107,1.91805,11.87,11.28,-4.97051,5,0.09
2,BAC,6/3/2011,11.87,11.92,11.08,11.28,596420503,-4.97051,11.18,10.8,-3.39893,89,0.09
2,BAC,6/10/2011,11.18,11.2,10.41,10.8,873241317,-3.39893,10.89,10.68,-1.92837,82,0.09
2,BAC,6/17/2011,10.89,11.12,10.4,10.68,889460755,-1.92837,10.59,10.52,-0.661001,75,0.09
2,BAC,6/24/2011,10.59,10.94,10.48,10.52,603098073,-0.661001,10.52,11.09,5.41825,68,0.1
2,CAT,4/1/2011,109.54,113.59,108.61,113.12,28116391,3.26821,113.75,109.82,-3.45495,19,0.39
2,CAT,4/8/2011,113.75,113.93,108.88,109.82,28772937,-3.45495,110.02,107.21,-2.55408,12,0.4
2,CAT,4/15/2011,110.02,110.3,105.35,107.21,30697889,-2.55408,105.58,109.42,3.63705,5,0.41
2,CAT,4/21/2011,105.58,109.42,102.16,109.42,23938892,3.63705,109.24,115.41,5.64811,88,0.42
2,CAT,4/29/2011,109.24,116.25,107.95,115.41,34522949,5.64811,116.24,110.34,-5.07571,80,0.4
2,CAT,5/6/2011,116.24,116.55,108.39,110.34,39678464,-5.07571,110.8,106.33,-4.0343,73,0.42
2,CAT,5/13/2011,110.8,112.97,106.02,106.33,38211403,-4.0343,105.87,104.33,-1.45461,66,0.43
2,CAT,5/20/2011,105.87,108.27,101.47,104.33,54274252,-1.45461,101.3,104.6,3.25765,59,0.44
2,CAT,5/27/2011,101.3,104.6,100.3,104.6,30213720,3.25765,106.41,101.1,-4.99013,52,0.44
2,CAT,6/3/2011,106.41,106.6,99.15,101.1,35887587,-4.99013,100.25,96.79,-3.45137,45,0.45
2,CAT,6/10/2011,100.25,101.61,96.42,96.79,40431926,-3.45137,96.93,95.95,-1.01104,38,0.48
2,CAT,6/17/2011,96.93,98.45,94.2,95.95,43606429,-1.01104,96.49,100.01,3.64805,31,0.48
2,CAT,6/24/2011,96.49,102.5,96.05,100.01,43722864,3.64805,99.96,108.62,8.66347,24,0.46
2,CSCO,4/1/2011,17.36,17.6,16.99,17.04,308644641,-1.84332,17.01,17.65,3.76249,95,0.35
2,CSCO,4/8/2011,17.01,18.29,17,17.65,539982011,3.76249,17.71,17.03,-3.83964,88,0.34
2,CSCO,4/15/2011,17.71,17.76,16.97,17.03,324203125,-3.83964,16.88,16.94,0.35545,81,0.35
2,CSCO,4/21/2011,16.88,16.96,16.52,16.94,249420898,0.35545,16.93,17.52,3.48494,75,0.35
2,CSCO,4/29/2011,16.93,17.64,16.9,17.52,412492845,3.48494,17.51,17.56,0.285551,67,0.34
2,CSCO,5/6/2011,17.51,17.7,17.28,17.56,290282402,0.285551,17.53,16.88,-3.70793,60,0.34
2,CSCO,5/13/2011,17.53,17.99,16.64,16.88,563552552,-3.70793,16.82,16.53,-1.72414,53,0.36
